electorate,party,party_vote,candidate,candidate_vote,votes_counted,total_votes
Maungakiekie ,TEA Party,66,,,100.0,29313
Maungakiekie ,The Opportunities Party (TOP),524,,,100.0,29313
Maungakiekie ,Vision New Zealand,28,,,100.0,29313
Mt Albert ,Labour Party,15931,"ARDERN, Jacinda",23198,100.0,33004
Mt Albert ,National Party,6386,"LEE, Melissa",6621,100.0,33004
Mt Albert ,The Opportunities Party (TOP),788,"LORD, Cameron",724,100.0,33004
Mt Albert ,New Conservative,183,"REURICH, Daniel",235,100.0,33004
Mt Albert ,,,"VAN DEN HEUVEL, Anthony Joseph J",65,100.0,33004
Mt Albert ,Green Party,6503,"WIJOHN, Luke",1744,100.0,33004
Mt Albert ,ACT New Zealand,2055,,,100.0,33004
Mt Albert ,Advance NZ,82,,,100.0,33004
Mt Albert ,Aotearoa Legalise Cannabis Party,50,,,100.0,33004
Mt Albert ,HeartlandNZ,2,,,100.0,33004
Mt Albert ,Māori Party,134,,,100.0,33004
Mt Albert ,NZ Outdoors Party,11,,,100.0,33004
Mt Albert ,New Zealand First Party,624,,,100.0,33004
Mt Albert ,ONE Party,28,,,100.0,33004
Mt Albert ,Social Credit,3,,,100.0,33004
Mt Albert ,Sustainable New Zealand Party,15,,,100.0,33004
Mt Albert ,TEA Party,30,,,100.0,33004
Mt Albert ,Vision New Zealand,8,,,100.0,33004
Mt Roskill ,TEA Party,128,"CHOKSI, Vishal",204,100.0,29555
Mt Roskill ,,,"FREDERIKSON, Warwick",30,100.0,29555
Mt Roskill ,Green Party,2301,"GHAHRAMAN, Golriz",1552,100.0,29555
Mt Roskill ,Social Credit,15,"HALL, Cliff",68,100.0,29555
Mt Roskill ,New Conservative,357,"HOOD, Alister",494,100.0,29555
Mt Roskill ,ACT New Zealand,1579,"JOHNSTON, Chris",1084,100.0,29555
Mt Roskill ,National Party,7772,"PARMAR, Parmjeet",7842,100.0,29555
Mt Roskill ,ONE Party,74,"PEHI, Charlene Roxanne",108,100.0,29555
Mt Roskill ,,,"SHARMA, Anil",167,100.0,29555
Mt Roskill ,Labour Party,15826,"WOOD, Michael Philip",17356,100.0,29555
Mt Roskill ,Advance NZ,114,,,100.0,29555
Mt Roskill ,Aotearoa Legalise Cannabis Party,32,,,100.0,29555
Mt Roskill ,HeartlandNZ,23,,,100.0,29555
Mt Roskill ,Māori Party,97,,,100.0,29555
Mt Roskill ,NZ Outdoors Party,14,,,100.0,29555
Mt Roskill ,New Zealand First Party,587,,,100.0,29555
Mt Roskill ,Sustainable New Zealand Party,12,,,100.0,29555
Mt Roskill ,The Opportunities Party (TOP),379,,,100.0,29555
Mt Roskill ,Vision New Zealand,8,,,100.0,29555
Napier ,New Conservative,526,"BURNSIDE, Deborah",913,100.0,36471
Napier ,Green Party,2040,"CROW, James",1518,100.0,36471
Napier ,,,"GASKIN, Camden",77,100.0,36471
Napier ,ACT New Zealand,3044,"KENDALL, Judy",819,100.0,36471
Napier ,Labour Party,18290,"NASH, Stuart",18451,100.0,36471
Napier ,National Party,10501,"NIMON, Katie",13926,100.0,36471
Napier ,,,"SMITH, John Clive",169,100.0,36471
Napier ,Advance NZ,283,,,100.0,36471
Napier ,Aotearoa Legalise Cannabis Party,114,,,100.0,36471
Napier ,HeartlandNZ,8,,,100.0,36471
Napier ,Māori Party,97,,,100.0,36471
Napier ,NZ Outdoors Party,31,,,100.0,36471
Napier ,New Zealand First Party,788,,,100.0,36471
Napier ,ONE Party,57,,,100.0,36471
Napier ,Social Credit,11,,,100.0,36471
Napier ,Sustainable New Zealand Party,21,,,100.0,36471
Napier ,TEA Party,9,,,100.0,36471
Napier ,The Opportunities Party (TOP),418,,,100.0,36471
Napier ,Vision New Zealand,16,,,100.0,36471
Nelson ,ACT New Zealand,3210,"BAILLIE, Chris",1123,100.0,38694
Nelson ,Labour Party,20564,"BOYACK, Rachel",18625,100.0,38694
Nelson ,ONE Party,144,"CLAASSENS, Deon",88,100.0,38694
Nelson ,,,"DYER, Bruce",38,100.0,38694
Nelson ,NZ Outdoors Party,149,"GREY, Sue",561,100.0,38694
Nelson ,New Conservative,612,"GUTSCHLAG, Simon",272,100.0,38694
Nelson ,,,"HARRIS, Ben",315,100.0,38694
Nelson ,The Opportunities Party (TOP),603,"POTTINGER, Mathew",619,100.0,38694
Nelson ,National Party,8418,"SMITH, Nick",15048,100.0,38694
Nelson ,Green Party,3335,"STALLARD, Aaron",1550,100.0,38694
Nelson ,Advance NZ,383,,,100.0,38694
Nelson ,Aotearoa Legalise Cannabis Party,84,,,100.0,38694
Nelson ,HeartlandNZ,2,,,100.0,38694
Nelson ,Māori Party,72,,,100.0,38694
Nelson ,New Zealand First Party,739,,,100.0,38694
Nelson ,Social Credit,26,,,100.0,38694
Nelson ,Sustainable New Zealand Party,13,,,100.0,38694
Nelson ,TEA Party,6,,,100.0,38694
Nelson ,Vision New Zealand,103,,,100.0,38694
New Lynn ,Green Party,3849,"ABEL, Steve",2751,100.0,34375
New Lynn ,ACT New Zealand,2284,"BLANCHFIELD, Shawn Michael",1213,100.0,34375
New Lynn ,,,"DAVIE, Paul",69,100.0,34375
New Lynn ,Social Credit,21,"ER, Lisa",101,100.0,34375
New Lynn ,New Zealand First Party,808,"GORE, Rob",531,100.0,34375
New Lynn ,ONE Party,72,"MALIK, Khurram Shahid",97,100.0,34375
New Lynn ,New Conservative,395,"O'BRIEN, Victoria",466,100.0,34375
New Lynn ,,,"OLIVER, Steve",348,100.0,34375
New Lynn ,TEA Party,66,"PATEL, Smitaben",140,100.0,34375
New Lynn ,Labour Party,18011,"RUSSELL, Deborah",19212,100.0,34375
New Lynn ,National Party,7734,"WHYTE, Lisa",8810,100.0,34375
New Lynn ,Advance NZ,274,,,100.0,34375
New Lynn ,Aotearoa Legalise Cannabis Party,50,,,100.0,34375
New Lynn ,HeartlandNZ,2,,,100.0,34375
New Lynn ,Māori Party,133,,,100.0,34375
New Lynn ,NZ Outdoors Party,23,,,100.0,34375
New Lynn ,Sustainable New Zealand Party,28,,,100.0,34375
New Lynn ,The Opportunities Party (TOP),418,,,100.0,34375
New Lynn ,Vision New Zealand,11,,,100.0,34375
New Plymouth ,Labour Party,18393,"BENNETT, Glen",18072,100.0,38585
New Plymouth ,New Conservative,657,"CHONG, Murray",1190,100.0,38585
New Plymouth ,,,"KANE, Rusty",253,100.0,38585
New Plymouth ,Social Credit,51,"LAUDERDALE, Kath",100,100.0,38585
New Plymouth ,The Opportunities Party (TOP),638,"THURSTON CROW, Dan",613,100.0,38585
New Plymouth ,,,"WOOD, Rowena",468,100.0,38585
New Plymouth ,ACT New Zealand,3186,"XIAO, Ada",741,100.0,38585
New Plymouth ,National Party,11944,"YOUNG, Jonathan",16553,100.0,38585
New Plymouth ,Advance NZ,433,,,100.0,38585
New Plymouth ,Aotearoa Legalise Cannabis Party,152,,,100.0,38585
New Plymouth ,Green Party,1679,,,100.0,38585
New Plymouth ,HeartlandNZ,8,,,100.0,38585
New Plymouth ,Māori Party,165,,,100.0,38585
New Plymouth ,NZ Outdoors Party,33,,,100.0,38585
New Plymouth ,New Zealand First Party,876,,,100.0,38585
New Plymouth ,ONE Party,76,,,100.0,38585
New Plymouth ,Sustainable New Zealand Party,14,,,100.0,38585
New Plymouth ,TEA Party,4,,,100.0,38585
New Plymouth ,Vision New Zealand,23,,,100.0,38585
North Shore ,New Conservative,431,"BREWER, Mike",660,100.0,35365
North Shore ,NZ Outdoors Party,14,"DICK, Sue",94,100.0,35365
North Shore ,Sustainable New Zealand Party,30,"HUUSKO, Mari",70,100.0,35365
North Shore ,ACT New Zealand,3625,"KEARNEY, Nick",1339,100.0,35365
North Shore ,The Opportunities Party (TOP),622,"NAVOT, Shai",1191,100.0,35365
North Shore ,,,"OSBORN, Megan Elspeth",161,100.0,35365
North Shore ,Green Party,2717,"RAWLINGS, Liz",1851,100.0,35365
North Shore ,Labour Party,14292,"UDANGA, Romy",12749,100.0,35365
North Shore ,National Party,12442,"WATTS, Simon",16731,100.0,35365
North Shore ,Advance NZ,172,,,100.0,35365
North Shore ,Aotearoa Legalise Cannabis Party,38,,,100.0,35365
North Shore ,HeartlandNZ,1,,,100.0,35365
North Shore ,Māori Party,73,,,100.0,35365
North Shore ,New Zealand First Party,673,,,100.0,35365
North Shore ,ONE Party,28,,,100.0,35365
North Shore ,Social Credit,3,,,100.0,35365
North Shore ,TEA Party,66,,,100.0,35365
North Shore ,Vision New Zealand,7,,,100.0,35365
Northcote ,National Party,9514,"BIDOIS, Dan",14474,100.0,33594
Northcote ,New Conservative,451,"DYET, Bill",510,100.0,33594
Northcote ,Green Party,2806,"FAIRLEY, Natasha",1360,100.0,33594
Northcote ,Labour Party,16458,"HALBERT, Shanan",15832,100.0,33594
Northcote ,ACT New Zealand,2503,"KRONFELD, Timothy Paul",625,100.0,33594
Northcote ,Sustainable New Zealand Party,40,"READ, Bevan",114,100.0,33594
Northcote ,NZ Outdoors Party,22,"USMANI, Lynn",92,100.0,33594
Northcote ,Advance NZ,186,,,100.0,33594
Northcote ,Aotearoa Legalise Cannabis Party,59,,,100.0,33594
Northcote ,HeartlandNZ,2,,,100.0,33594
Northcote ,Māori Party,71,,,100.0,33594
Northcote ,New Zealand First Party,644,,,100.0,33594
Northcote ,ONE Party,31,,,100.0,33594
Northcote ,Social Credit,9,,,100.0,33594
Northcote ,TEA Party,75,,,100.0,33594
Northcote ,The Opportunities Party (TOP),552,,,100.0,33594
Northcote ,Vision New Zealand,13,,,100.0,33594
Northland ,New Conservative,768,"BARFOOTE, Trevor",599,100.0,39624
Northland ,ACT New Zealand,3880,"CAMERON, Mark Stuart",1105,100.0,39624
Northland ,Social Credit,65,"FLUTEY, Brad",73,100.0,39624
Northland ,The Opportunities Party (TOP),370,"JEREMIAH, Helen",254,100.0,39624
Northland ,New Zealand First Party,2351,"JONES, Shane Geoffrey",4543,100.0,39624
Northland ,National Party,11317,"KING, Matt",15337,100.0,39624
Northland ,NZ Outdoors Party,81,"MITCALFE, Michele",167,100.0,39624
Northland ,,,"MITCHELL, Nathan",684,100.0,39624
Northland ,Labour Party,16931,"PRIME, Willow-Jean",14608,100.0,39624
Northland ,,,"SHAW, Mike",409,100.0,39624
Northland ,Green Party,2256,"TANA HOFF-NIELSEN, Darleen",1302,100.0,39624
Northland ,,,"XIAO-COLLEY, Sophia Yuhui",25,100.0,39624
Northland ,Advance NZ,762,,,100.0,39624
Northland ,Aotearoa Legalise Cannabis Party,169,,,100.0,39624
Northland ,HeartlandNZ,16,,,100.0,39624
Northland ,Māori Party,137,,,100.0,39624
Northland ,ONE Party,211,,,100.0,39624
Northland ,Sustainable New Zealand Party,29,,,100.0,39624
Northland ,TEA Party,3,,,100.0,39624
Northland ,Vision New Zealand,20,,,100.0,39624
Ōhāriu ,ONE Party,120,"CAWOOD, Allan",172,100.0,37204
Ōhāriu ,ACT New Zealand,2333,"FITZPATRICK, Sean",671,100.0,37204
Ōhāriu ,The Opportunities Party (TOP),995,"HAMMOND, Jessica",3815,100.0,37204
Ōhāriu ,National Party,8477,"HUDSON, Brett",9589,100.0,37204
Ōhāriu ,New Conservative,314,"LYNCH, Philip M",300,100.0,37204
Ōhāriu ,New Zealand First Party,725,"MARTIN, Tracey",818,100.0,37204
Ōhāriu ,Labour Party,18819,"O'CONNOR, Greg",19580,100.0,37204
Ōhāriu ,Green Party,4916,"RANTA, John",1654,100.0,37204
Ōhāriu ,,,"SMITH, Jolene",103,100.0,37204
Ōhāriu ,,,"WALSH, Liam",37,100.0,37204
Ōhāriu ,Advance NZ,106,,,100.0,37204
Ōhāriu ,Aotearoa Legalise Cannabis Party,45,,,100.0,37204
Ōhāriu ,HeartlandNZ,1,,,100.0,37204
Ōhāriu ,Māori Party,119,,,100.0,37204
Ōhāriu ,NZ Outdoors Party,11,,,100.0,37204
Ōhāriu ,Social Credit,8,,,100.0,37204
Ōhāriu ,Sustainable New Zealand Party,14,,,100.0,37204
Ōhāriu ,TEA Party,12,,,100.0,37204
Ōhāriu ,Vision New Zealand,13,,,100.0,37204
Ōtaki ,National Party,10673,"COSTLEY, Tim",16683,100.0,38580
Ōtaki ,New Conservative,541,"FRAUENSTEIN, Martin",421,100.0,38580
Ōtaki ,ACT New Zealand,2907,"GRATTAN, Wayne Desmond",769,100.0,38580
Ōtaki ,,,"KAY, Michael",200,100.0,38580
Ōtaki ,Green Party,2257,"LONG, Bernard",1562,100.0,38580
Ōtaki ,Labour Party,19842,"NGOBI, Terisa",17953,100.0,38580
Ōtaki ,ONE Party,114,"SEALA, Pisa",138,100.0,38580
Ōtaki ,Social Credit,51,"VICKERS, Amanda",169,100.0,38580
Ōtaki ,Advance NZ,289,,,100.0,38580
Ōtaki ,Aotearoa Legalise Cannabis Party,92,,,100.0,38580
Ōtaki ,HeartlandNZ,1,,,100.0,38580
Ōtaki ,Māori Party,106,,,100.0,38580
Ōtaki ,NZ Outdoors Party,33,,,100.0,38580
Ōtaki ,New Zealand First Party,1038,,,100.0,38580
Ōtaki ,Sustainable New Zealand Party,16,,,100.0,38580
Ōtaki ,TEA Party,4,,,100.0,38580
Ōtaki ,The Opportunities Party (TOP),375,,,100.0,38580
Ōtaki ,Vision New Zealand,21,,,100.0,38580
Pakuranga ,National Party,12566,"BROWN, Simeon",18977,100.0,31483
Pakuranga ,Labour Party,12697,"HENRY, Nerissa",9221,100.0,31483
Pakuranga ,ACT New Zealand,2838,"POON, Mo Yee",790,100.0,31483
Pakuranga ,New Conservative,415,"SAMPSON, Ian Ronald",330,100.0,31483
Pakuranga ,Sustainable New Zealand Party,26,"WOOD, Rachel Dominique",233,100.0,31483
Pakuranga ,Green Party,1359,"XU-NAN, Lawrence",1217,100.0,31483
Pakuranga ,Advance NZ,139,,,100.0,31483
Pakuranga ,Aotearoa Legalise Cannabis Party,39,,,100.0,31483
Pakuranga ,HeartlandNZ,2,,,100.0,31483
Pakuranga ,Māori Party,47,,,100.0,31483
Pakuranga ,NZ Outdoors Party,11,,,100.0,31483
Pakuranga ,New Zealand First Party,673,,,100.0,31483
Pakuranga ,ONE Party,63,,,100.0,31483
Pakuranga ,Social Credit,4,,,100.0,31483
Pakuranga ,TEA Party,151,,,100.0,31483
Pakuranga ,The Opportunities Party (TOP),270,,,100.0,31483
Pakuranga ,Vision New Zealand,14,,,100.0,31483
Palmerston North ,New Zealand First Party,983,"BALL, Darroch",731,100.0,33476
Palmerston North ,,,"LYON, Sharon Patricia",347,100.0,33476
Palmerston North ,ACT New Zealand,2318,"PHILLIPS, Jack",1033,100.0,33476
Palmerston North ,New Conservative,613,"POPPELWELL, David",651,100.0,33476
Palmerston North ,Green Party,2438,"TUIONO, Teanau",1585,100.0,33476
Palmerston North ,Labour Party,17947,"UTIKERE, Tangi",19467,100.0,33476
Palmerston North ,National Party,7503,"WOOD, William",9025,100.0,33476
Palmerston North ,Advance NZ,270,,,100.0,33476
Palmerston North ,Aotearoa Legalise Cannabis Party,75,,,100.0,33476
Palmerston North ,HeartlandNZ,10,,,100.0,33476
Palmerston North ,Māori Party,142,,,100.0,33476
Palmerston North ,NZ Outdoors Party,18,,,100.0,33476
Palmerston North ,ONE Party,99,,,100.0,33476
Palmerston North ,Social Credit,10,,,100.0,33476
Palmerston North ,Sustainable New Zealand Party,19,,,100.0,33476
Palmerston North ,TEA Party,18,,,100.0,33476
Palmerston North ,The Opportunities Party (TOP),607,,,100.0,33476
Palmerston North ,Vision New Zealand,23,,,100.0,33476
Panmure-Ōtāhuhu ,National Party,2970,"BAKSHI, Kanwaljit Singh",3243,100.0,22828
Panmure-Ōtāhuhu ,NZ Outdoors Party,27,"BRIDGE, Phillip",159,100.0,22828
Panmure-Ōtāhuhu ,,,"BROWN, Patrick",53,100.0,22828
Panmure-Ōtāhuhu ,New Conservative,282,"JOHNSTON, Ted",477,100.0,22828
Panmure-Ōtāhuhu ,,,"JONES, Bryn",215,100.0,22828
Panmure-Ōtāhuhu ,Labour Party,16466,"SALESA, Jenny",16784,100.0,22828
Panmure-Ōtāhuhu ,Green Party,927,"SIMIONA, Mark",950,100.0,22828
Panmure-Ōtāhuhu ,ACT New Zealand,591,,,100.0,22828
Panmure-Ōtāhuhu ,Advance NZ,157,,,100.0,22828
Panmure-Ōtāhuhu ,Aotearoa Legalise Cannabis Party,62,,,100.0,22828
Panmure-Ōtāhuhu ,HeartlandNZ,2,,,100.0,22828
Panmure-Ōtāhuhu ,Māori Party,119,,,100.0,22828
Panmure-Ōtāhuhu ,New Zealand First Party,598,,,100.0,22828
Panmure-Ōtāhuhu ,ONE Party,29,,,100.0,22828
Panmure-Ōtāhuhu ,Social Credit,2,,,100.0,22828
Panmure-Ōtāhuhu ,Sustainable New Zealand Party,7,,,100.0,22828
Panmure-Ōtāhuhu ,TEA Party,27,,,100.0,22828
Panmure-Ōtāhuhu ,The Opportunities Party (TOP),167,,,100.0,22828
Panmure-Ōtāhuhu ,Vision New Zealand,57,,,100.0,22828
Papakura ,New Conservative,509,"ARVIDSON, David",643,100.0,31726
Papakura ,National Party,12388,"COLLINS, Judith",16363,100.0,31726
Papakura ,Green Party,1174,"COWIE, Sue",1420,100.0,31726
Papakura ,Labour Party,12822,"KANONGATA'A-SUISUIKI, Anahila",10438,100.0,31726
Papakura ,New Zealand First Party,929,"MONDS, Robert",655,100.0,31726
Papakura ,,,"POMARE, Vikki-Lee",222,100.0,31726
Papakura ,NZ Outdoors Party,29,"SMITH, Teena",193,100.0,31726
Papakura ,ACT New Zealand,2966,"WHITEHEAD, Bruce",1201,100.0,31726
Papakura ,Advance NZ,173,,,100.0,31726
Papakura ,Aotearoa Legalise Cannabis Party,77,,,100.0,31726
Papakura ,HeartlandNZ,20,,,100.0,31726
Papakura ,Māori Party,73,,,100.0,31726
Papakura ,ONE Party,41,,,100.0,31726
Papakura ,Social Credit,8,,,100.0,31726
Papakura ,Sustainable New Zealand Party,15,,,100.0,31726
Papakura ,TEA Party,24,,,100.0,31726
Papakura ,The Opportunities Party (TOP),248,,,100.0,31726
Papakura ,Vision New Zealand,66,,,100.0,31726
Port Waikato ,HeartlandNZ,514,"BALL, Mark Robert",7497,100.0,34253
Port Waikato ,National Party,12726,"BAYLY, Andrew",13582,100.0,34253
Port Waikato ,,,"CUMMINGS, Ian James",254,100.0,34253
Port Waikato ,ONE Party,109,"JOHNSON, Ian",135,100.0,34253
Port Waikato ,Labour Party,13471,"KAUR, Baljit",9321,100.0,34253
Port Waikato ,ACT New Zealand,3786,"KING, Dave",1081,100.0,34253
Port Waikato ,,,"MACGREGOR, Jamie",262,100.0,34253
Port Waikato ,,,"PAK, Nick",28,100.0,34253
Port Waikato ,NZ Outdoors Party,38,"RUTHERFURD, Lucille",162,100.0,34253
Port Waikato ,New Conservative,582,"SENN, Steven",453,100.0,34253
Port Waikato ,Green Party,1039,"WILSON, Bill",954,100.0,34253
Port Waikato ,Advance NZ,268,,,100.0,34253
Port Waikato ,Aotearoa Legalise Cannabis Party,84,,,100.0,34253
Port Waikato ,Māori Party,80,,,100.0,34253
Port Waikato ,New Zealand First Party,989,,,100.0,34253
Port Waikato ,Social Credit,8,,,100.0,34253
Port Waikato ,Sustainable New Zealand Party,21,,,100.0,34253
Port Waikato ,TEA Party,10,,,100.0,34253
Port Waikato ,The Opportunities Party (TOP),296,,,100.0,34253
Port Waikato ,Vision New Zealand,15,,,100.0,34253
Rangitata ,New Conservative,755,"ASHTON, Lachie",968,100.0,38309
Rangitata ,Social Credit,40,"FAVEL, Brannon",91,100.0,38309
Rangitata ,National Party,12244,"HANDS, Megan",15392,100.0,38309
Rangitata ,ACT New Zealand,3721,"HUTTON, Hamish",1220,100.0,38309
Rangitata ,NZ Outdoors Party,101,"KELYNACK, Grant William",270,100.0,38309
Rangitata ,Green Party,1050,"LIGTENBERG, Gerrie",629,100.0,38309
Rangitata ,Labour Party,18531,"LUXTON, Jo",18876,100.0,38309
Rangitata ,,,"MARU, Aroha",219,100.0,38309
Rangitata ,,,"RAE, James",56,100.0,38309
Rangitata ,Advance NZ,241,,,100.0,38309
Rangitata ,Aotearoa Legalise Cannabis Party,130,,,100.0,38309
Rangitata ,HeartlandNZ,5,,,100.0,38309
Rangitata ,Māori Party,43,,,100.0,38309
Rangitata ,New Zealand First Party,770,,,100.0,38309
Rangitata ,ONE Party,43,,,100.0,38309
Rangitata ,Sustainable New Zealand Party,15,,,100.0,38309
Rangitata ,TEA Party,4,,,100.0,38309
Rangitata ,The Opportunities Party (TOP),324,,,100.0,38309
Rangitata ,Vision New Zealand,9,,,100.0,38309
Rangitīkei ,,,"CRIBB, Ricky",664,100.0,36140
Rangitīkei ,New Conservative,733,"LEUNG WAI, Reuben",850,100.0,36140
Rangitīkei ,National Party,11210,"McKELVIE, Ian",16245,100.0,36140
Rangitīkei ,Labour Party,15793,"PEKE-MASON, Soraya",13822,100.0,36140
Rangitīkei ,Green Party,1566,"TILLEY, Ali Hale",1544,100.0,36140
Rangitīkei ,ACT New Zealand,4204,"WILSON, Neil John",1584,100.0,36140
Rangitīkei ,New Zealand First Party,1234,"WOOLLAMS, Antony",805,100.0,36140
Rangitīkei ,Advance NZ,321,,,100.0,36140
Rangitīkei ,Aotearoa Legalise Cannabis Party,104,,,100.0,36140
Rangitīkei ,HeartlandNZ,7,,,100.0,36140
Rangitīkei ,Māori Party,127,,,100.0,36140
Rangitīkei ,NZ Outdoors Party,35,,,100.0,36140
Rangitīkei ,ONE Party,108,,,100.0,36140
Rangitīkei ,Social Credit,21,,,100.0,36140
Rangitīkei ,Sustainable New Zealand Party,11,,,100.0,36140
Rangitīkei ,TEA Party,4,,,100.0,36140
Rangitīkei ,The Opportunities Party (TOP),455,,,100.0,36140
Rangitīkei ,Vision New Zealand,7,,,100.0,36140
Remutaka ,National Party,7215,"CROFSKEY, Mark",7674,100.0,36897
Remutaka ,ONE Party,385,"EIJGENRAAM, Frank",506,100.0,36897
Remutaka ,Labour Party,21384,"HIPKINS, Chris",24911,100.0,36897
Remutaka ,New Zealand First Party,1103,"MEIKLE, Talani",499,100.0,36897
Remutaka ,Green Party,2533,"NORTON, Chris",1230,100.0,36897
Remutaka ,New Conservative,575,"OPTLAND, Hank",516,100.0,36897
Remutaka ,ACT New Zealand,2315,"O'SULLIVAN, Grae",804,100.0,36897
Remutaka ,,,"STACE, Michael Alexander",191,100.0,36897
Remutaka ,Advance NZ,174,,,100.0,36897
Remutaka ,Aotearoa Legalise Cannabis Party,85,,,100.0,36897
Remutaka ,HeartlandNZ,1,,,100.0,36897
Remutaka ,Māori Party,142,,,100.0,36897
Remutaka ,NZ Outdoors Party,25,,,100.0,36897
Remutaka ,Social Credit,16,,,100.0,36897
Remutaka ,Sustainable New Zealand Party,20,,,100.0,36897
Remutaka ,TEA Party,3,,,100.0,36897
Remutaka ,The Opportunities Party (TOP),668,,,100.0,36897
Remutaka ,Vision New Zealand,38,,,100.0,36897
Rongotai ,New Zealand First Party,723,"ARNEIL, Taylor",387,100.0,37730
Rongotai ,Green Party,8925,"CROSSEN, Teall",5375,100.0,37730
Rongotai ,Labour Party,19606,"EAGLE, Paul",21594,100.0,37730
Rongotai ,,,"McDONALD, Don S Newt",91,100.0,37730
Rongotai ,ACT New Zealand,1511,"McKEE, Nicole",811,100.0,37730
Rongotai ,,,"MIHAKA, Troy",139,100.0,37730
Rongotai ,National Party,5126,"PATTERSON, David",5558,100.0,37730
Rongotai ,The Opportunities Party (TOP),1021,"SIMMONS, Geoff",2794,100.0,37730
Rongotai ,New Conservative,204,"WELSH, Bruce",376,100.0,37730
Rongotai ,Advance NZ,127,,,100.0,37730
Rongotai ,Aotearoa Legalise Cannabis Party,45,,,100.0,37730
Rongotai ,HeartlandNZ,1,,,100.0,37730
Rongotai ,Māori Party,153,,,100.0,37730
Rongotai ,NZ Outdoors Party,12,,,100.0,37730
Rongotai ,ONE Party,40,,,100.0,37730
Rongotai ,Social Credit,8,,,100.0,37730
Rongotai ,Sustainable New Zealand Party,19,,,100.0,37730
Rongotai ,TEA Party,8,,,100.0,37730
Rongotai ,Vision New Zealand,17,,,100.0,37730
Rotorua ,ACT New Zealand,3046,"KIRKWOOD, Pete",895,100.0,32607
Rotorua ,National Party,9638,"McCLAY, Todd",14283,100.0,32607
Rotorua ,Labour Party,14932,"MAHON, Claire",13038,100.0,32607
Rotorua ,New Conservative,598,"SOLOMON, Alan Tāne",478,100.0,32607
Rotorua ,Green Party,1459,"SPARKE, Kaya",1431,100.0,32607
Rotorua ,New Zealand First Party,1191,"TABUTEAU, Fletcher",1202,100.0,32607
Rotorua ,ONE Party,141,"VERCOE, Karri-Ann",286,100.0,32607
Rotorua ,,,"WARD, Kiri",416,100.0,32607
Rotorua ,Advance NZ,394,,,100.0,32607
Rotorua ,Aotearoa Legalise Cannabis Party,93,,,100.0,32607
Rotorua ,HeartlandNZ,3,,,100.0,32607
Rotorua ,Māori Party,268,,,100.0,32607
Rotorua ,NZ Outdoors Party,33,,,100.0,32607
Rotorua ,Social Credit,13,,,100.0,32607
Rotorua ,Sustainable New Zealand Party,16,,,100.0,32607
Rotorua ,TEA Party,7,,,100.0,32607
Rotorua ,The Opportunities Party (TOP),491,,,100.0,32607
Rotorua ,Vision New Zealand,102,,,100.0,32607
Selwyn ,ACT New Zealand,4717,"ARMSTRONG, Stuart",1575,100.0,37059
Selwyn ,Labour Party,15293,"DAVIDSON, Reuben",13635,100.0,37059
Selwyn ,National Party,12908,"GRIGG, Nicola",18578,100.0,37059
Selwyn ,,,"LARASON, Jerry",278,100.0,37059
Selwyn ,New Conservative,649,"LYELL, Bronwyn",774,100.0,37059
Selwyn ,Green Party,1703,"O'DONNELL, Abe",1353,100.0,37059
Selwyn ,,,"PAYNE, Calvin",360,100.0,37059
Selwyn ,Advance NZ,238,,,100.0,37059
Selwyn ,Aotearoa Legalise Cannabis Party,60,,,100.0,37059
Selwyn ,HeartlandNZ,2,,,100.0,37059
Selwyn ,Māori Party,45,,,100.0,37059
Selwyn ,NZ Outdoors Party,32,,,100.0,37059
Selwyn ,New Zealand First Party,755,,,100.0,37059
Selwyn ,ONE Party,37,,,100.0,37059
Selwyn ,Social Credit,2,,,100.0,37059
Selwyn ,Sustainable New Zealand Party,20,,,100.0,37059
Selwyn ,TEA Party,8,,,100.0,37059
Selwyn ,The Opportunities Party (TOP),440,,,100.0,37059
Selwyn ,Vision New Zealand,3,,,100.0,37059
Southland ,Social Credit,39,"DACKER, Elisabeth",128,100.0,34685
Southland ,Green Party,1696,"KENNEDY, David",1591,100.0,34685
Southland ,New Conservative,528,"MEYER, Fiona",586,100.0,34685
Southland ,Labour Party,13359,"MITCHELL, Jon",12741,100.0,34685
Southland ,National Party,12777,"MOONEY, Joseph",17817,100.0,34685
Southland ,The Opportunities Party (TOP),466,"ROWLANDS, Joel",699,100.0,34685
Southland ,ONE Party,67,"TERRILL, Judith",119,100.0,34685
Southland ,,,"WILSON, Robert Douglas",434,100.0,34685
Southland ,ACT New Zealand,4371,,,100.0,34685
Southland ,Advance NZ,312,,,100.0,34685
Southland ,Aotearoa Legalise Cannabis Party,103,,,100.0,34685
Southland ,HeartlandNZ,7,,,100.0,34685
Southland ,Māori Party,39,,,100.0,34685
Southland ,NZ Outdoors Party,39,,,100.0,34685
Southland ,New Zealand First Party,714,,,100.0,34685
Southland ,Sustainable New Zealand Party,19,,,100.0,34685
Southland ,TEA Party,3,,,100.0,34685
Southland ,Vision New Zealand,6,,,100.0,34685
Taieri ,ACT New Zealand,2936,"ANDREWS, Robert",1115,100.0,39493
Taieri ,New Conservative,448,"KELLEHER, Ally",418,100.0,39493
Taieri ,National Party,8505,"KERNAGHAN, Liam",11593,100.0,39493
Taieri ,Labour Party,23210,"LEARY, Ingrid",22225,100.0,39493
